Price,Close,High,Low,Open,Volume
Ticker,RTX,RTX,RTX,RTX,RTX
Datetime,,,,,
2025-07-16 13:30:00+00:00,149.16000366210938,149.2100067138672,148.80999755859375,148.85000610351562,77217
2025-07-16 13:31:00+00:00,149.06500244140625,149.0760040283203,148.7899932861328,149.02000427246094,2858
2025-07-16 13:32:00+00:00,148.9949951171875,149.08999633789062,148.83999633789062,149.06500244140625,2475
2025-07-16 13:33:00+00:00,149.08999633789062,149.25,148.9949951171875,148.9949951171875,21077
2025-07-16 13:34:00+00:00,149.1199951171875,149.3000030517578,148.9477996826172,148.9477996826172,6162
2025-07-16 13:35:00+00:00,149.02999877929688,149.1699981689453,148.87100219726562,149.1199951171875,6459
2025-07-16 13:36:00+00:00,149.4199981689453,149.4199981689453,149.02499389648438,149.02499389648438,16699
2025-07-16 13:37:00+00:00,149.30999755859375,149.45339965820312,149.13999938964844,149.38499450683594,12970
2025-07-16 13:38:00+00:00,149.22999572753906,149.22999572753906,149.1999969482422,149.1999969482422,1720
2025-07-16 13:39:00+00:00,149.0,149.24000549316406,149.0,149.16000366210938,4132
2025-07-16 13:40:00+00:00,148.82000732421875,149.02000427246094,148.7550048828125,149.0,8858
2025-07-16 13:41:00+00:00,149.10000610351562,149.16000366210938,148.82000732421875,148.8249969482422,9371
2025-07-16 13:42:00+00:00,148.951904296875,149.19500732421875,148.9499969482422,149.0800018310547,7306
2025-07-16 13:43:00+00:00,148.98240661621094,149.08999633789062,148.9550018310547,148.9550018310547,2711
2025-07-16 13:44:00+00:00,149.11489868164062,149.11489868164062,148.94000244140625,149.00669860839844,3616
2025-07-16 13:45:00+00:00,149.11500549316406,149.19000244140625,149.05499267578125,149.05499267578125,6583
2025-07-16 13:46:00+00:00,149.1750030517578,149.21499633789062,149.1199951171875,149.16000366210938,5591
2025-07-16 13:47:00+00:00,149.10000610351562,149.2100067138672,149.0500030517578,149.1750030517578,5780
2025-07-16 13:48:00+00:00,149.1199951171875,149.13999938964844,148.99000549316406,149.0399932861328,8960
2025-07-16 13:49:00+00:00,149.08999633789062,149.20989990234375,149.0399932861328,149.14500427246094,6311
2025-07-16 13:50:00+00:00,148.9499969482422,149.05999755859375,148.9499969482422,149.05999755859375,5503
2025-07-16 13:51:00+00:00,148.9600067138672,149.00999450683594,148.94000244140625,148.97000122070312,5637
2025-07-16 13:52:00+00:00,148.91000366210938,148.97999572753906,148.86000061035156,148.9600067138672,6966
2025-07-16 13:53:00+00:00,148.89999389648438,148.94000244140625,148.89999389648438,148.9149932861328,3276
2025-07-16 13:54:00+00:00,149.02000427246094,149.0399932861328,148.8800048828125,148.9499969482422,9466
2025-07-16 13:55:00+00:00,148.94000244140625,149.0,148.94000244140625,148.99000549316406,11431
2025-07-16 13:56:00+00:00,148.9499969482422,149.00999450683594,148.9499969482422,149.00999450683594,5801
2025-07-16 13:57:00+00:00,148.86000061035156,148.94000244140625,148.78500366210938,148.94000244140625,12474
2025-07-16 13:58:00+00:00,148.67999267578125,148.85000610351562,148.6699981689453,148.85000610351562,12035
2025-07-16 13:59:00+00:00,148.7100067138672,148.77999877929688,148.64999389648438,148.69000244140625,7711
2025-07-16 14:00:00+00:00,148.6300048828125,148.72000122070312,148.55999755859375,148.66000366210938,9698
2025-07-16 14:01:00+00:00,148.6999969482422,148.7100067138672,148.6300048828125,148.6300048828125,6873
2025-07-16 14:02:00+00:00,148.75669860839844,148.8699951171875,148.7176055908203,148.8000030517578,5049
2025-07-16 14:03:00+00:00,148.7899932861328,148.7899932861328,148.75,148.75,3474
2025-07-16 14:04:00+00:00,148.84500122070312,148.85000610351562,148.77000427246094,148.77000427246094,3359
2025-07-16 14:05:00+00:00,148.78250122070312,148.84500122070312,148.74000549316406,148.84500122070312,3836
2025-07-16 14:06:00+00:00,148.72000122070312,148.77999877929688,148.72000122070312,148.7740020751953,3868
2025-07-16 14:07:00+00:00,148.8249969482422,148.86990356445312,148.7100067138672,148.72000122070312,4681
2025-07-16 14:08:00+00:00,148.80999755859375,148.8249969482422,148.77000427246094,148.8249969482422,3187
2025-07-16 14:09:00+00:00,148.77000427246094,148.81500244140625,148.6999969482422,148.81500244140625,6334
2025-07-16 14:10:00+00:00,148.77499389648438,148.78500366210938,148.77499389648438,148.78500366210938,708
2025-07-16 14:11:00+00:00,148.73500061035156,148.8300018310547,148.73500061035156,148.8300018310547,5139
2025-07-16 14:12:00+00:00,148.61000061035156,148.72999572753906,148.50999450683594,148.72999572753906,11063
2025-07-16 14:13:00+00:00,148.68600463867188,148.68600463867188,148.625,148.625,3347
2025-07-16 14:14:00+00:00,148.6999969482422,148.72000122070312,148.64999389648438,148.69000244140625,6351
2025-07-16 14:15:00+00:00,148.64999389648438,148.75,148.58999633789062,148.72000122070312,4210
2025-07-16 14:16:00+00:00,148.63999938964844,148.67999267578125,148.58999633789062,148.58999633789062,10248
2025-07-16 14:17:00+00:00,148.65499877929688,148.69000244140625,148.61000061035156,148.66000366210938,2033
2025-07-16 14:18:00+00:00,148.64169311523438,148.6999969482422,148.61000061035156,148.6999969482422,3118
2025-07-16 14:19:00+00:00,148.68499755859375,148.70899963378906,148.61000061035156,148.63999938964844,4087
2025-07-16 14:20:00+00:00,148.7100067138672,148.7100067138672,148.64999389648438,148.68499755859375,5308
2025-07-16 14:21:00+00:00,148.6623992919922,148.7100067138672,148.66000366210938,148.68499755859375,4707
2025-07-16 14:22:00+00:00,148.7050018310547,148.74000549316406,148.66000366210938,148.66000366210938,7002
2025-07-16 14:23:00+00:00,148.6199951171875,148.6699981689453,148.60000610351562,148.6699981689453,7428
2025-07-16 14:24:00+00:00,148.58999633789062,148.66000366210938,148.57000732421875,148.64999389648438,5625
2025-07-16 14:25:00+00:00,148.60238647460938,148.61000061035156,148.60238647460938,148.61000061035156,783
2025-07-16 14:26:00+00:00,148.71499633789062,148.75999450683594,148.5749969482422,148.5749969482422,7813
2025-07-16 14:27:00+00:00,148.63999938964844,148.71499633789062,148.6300048828125,148.67999267578125,6909
2025-07-16 14:28:00+00:00,148.6219024658203,148.65499877929688,148.57080078125,148.65499877929688,5844
2025-07-16 14:29:00+00:00,148.63999938964844,148.6699981689453,148.57000732421875,148.5800018310547,4425
2025-07-16 14:30:00+00:00,148.63999938964844,148.63999938964844,148.58999633789062,148.61000061035156,2747
2025-07-16 14:31:00+00:00,148.6300048828125,148.6990966796875,148.60000610351562,148.66000366210938,3449
2025-07-16 14:32:00+00:00,148.6199951171875,148.6300048828125,148.58999633789062,148.61000061035156,2675
2025-07-16 14:33:00+00:00,148.6226043701172,148.6300048828125,148.5800018310547,148.5800018310547,3398
2025-07-16 14:34:00+00:00,148.5500030517578,148.625,148.5500030517578,148.58999633789062,3236
2025-07-16 14:35:00+00:00,148.4600067138672,148.5500030517578,148.4600067138672,148.5500030517578,8931
2025-07-16 14:36:00+00:00,148.5500030517578,148.55499267578125,148.3699951171875,148.47000122070312,8210
2025-07-16 14:37:00+00:00,148.5319061279297,148.5319061279297,148.52499389648438,148.52499389648438,1577
2025-07-16 14:38:00+00:00,148.71800231933594,148.72000122070312,148.6300048828125,148.6300048828125,3806
2025-07-16 14:39:00+00:00,148.6699981689453,148.69500732421875,148.63999938964844,148.6699981689453,3724
2025-07-16 14:40:00+00:00,148.6999969482422,148.6999969482422,148.61000061035156,148.64999389648438,7181
2025-07-16 14:41:00+00:00,148.69000244140625,148.69000244140625,148.67999267578125,148.67999267578125,3749
2025-07-16 14:42:00+00:00,148.61500549316406,148.71499633789062,148.61219787597656,148.7100067138672,5424
2025-07-16 14:43:00+00:00,148.64990234375,148.64990234375,148.5915069580078,148.61500549316406,2932
2025-07-16 14:44:00+00:00,148.72000122070312,148.72000122070312,148.6300048828125,148.64999389648438,6142
2025-07-16 14:45:00+00:00,148.72999572753906,148.72999572753906,148.67999267578125,148.69000244140625,3655
2025-07-16 14:46:00+00:00,148.72999572753906,148.75999450683594,148.69000244140625,148.72500610351562,3796
2025-07-16 14:47:00+00:00,148.75999450683594,148.77000427246094,148.7100067138672,148.73500061035156,4512
2025-07-16 14:48:00+00:00,148.83999633789062,148.85000610351562,148.77499389648438,148.77499389648438,2648
2025-07-16 14:49:00+00:00,148.89999389648438,148.89999389648438,148.83230590820312,148.88999938964844,3227
2025-07-16 14:50:00+00:00,148.91000366210938,148.91000366210938,148.86000061035156,148.89500427246094,1525
2025-07-16 14:51:00+00:00,148.89999389648438,148.89999389648438,148.83999633789062,148.88999938964844,6482
2025-07-16 14:52:00+00:00,148.89500427246094,148.92990112304688,148.88499450683594,148.88499450683594,860
2025-07-16 14:53:00+00:00,149.00999450683594,149.02000427246094,148.85049438476562,148.85049438476562,3599
2025-07-16 14:54:00+00:00,148.8800048828125,149.0166015625,148.85000610351562,148.99000549316406,17502
2025-07-16 14:55:00+00:00,148.85000610351562,148.93930053710938,148.85000610351562,148.93930053710938,5668
2025-07-16 14:56:00+00:00,148.81809997558594,148.83999633789062,148.81809997558594,148.83999633789062,2497
2025-07-16 14:57:00+00:00,148.8699951171875,148.8699951171875,148.85499572753906,148.85499572753906,2023
2025-07-16 14:58:00+00:00,148.83999633789062,148.86500549316406,148.77999877929688,148.86500549316406,9203
2025-07-16 14:59:00+00:00,148.8000030517578,148.8300018310547,148.77999877929688,148.80999755859375,7784
2025-07-16 15:00:00+00:00,148.77000427246094,148.85000610351562,148.77000427246094,148.80499267578125,3115
2025-07-16 15:01:00+00:00,148.77000427246094,148.84500122070312,148.77000427246094,148.82000732421875,4778
2025-07-16 15:02:00+00:00,148.74000549316406,148.75,148.74000549316406,148.75,2136
2025-07-16 15:03:00+00:00,148.74000549316406,148.74000549316406,148.74000549316406,148.74000549316406,1778
2025-07-16 15:04:00+00:00,148.89500427246094,148.89999389648438,148.76499938964844,148.76499938964844,7504
2025-07-16 15:05:00+00:00,148.91000366210938,148.91000366210938,148.8300018310547,148.85000610351562,1867
2025-07-16 15:06:00+00:00,148.93499755859375,148.93499755859375,148.9145050048828,148.92999267578125,3017
2025-07-16 15:07:00+00:00,148.94000244140625,148.94000244140625,148.8800048828125,148.88999938964844,4093
2025-07-16 15:08:00+00:00,148.9600067138672,148.9600067138672,148.91000366210938,148.91000366210938,5594
2025-07-16 15:09:00+00:00,148.97000122070312,149.0,148.94000244140625,148.96499633789062,3938
2025-07-16 15:10:00+00:00,148.94000244140625,148.9499969482422,148.94000244140625,148.9409942626953,2054
2025-07-16 15:11:00+00:00,148.97000122070312,149.02000427246094,148.97000122070312,149.0,3891
2025-07-16 15:12:00+00:00,149.05999755859375,149.07000732421875,148.9980010986328,148.9980010986328,4331
2025-07-16 15:13:00+00:00,149.1114044189453,149.1114044189453,149.05409240722656,149.11000061035156,2705
2025-07-16 15:14:00+00:00,149.02999877929688,149.09500122070312,149.01010131835938,149.09500122070312,11938
2025-07-16 15:15:00+00:00,149.0399932861328,149.0449981689453,149.02000427246094,149.0343017578125,4206
2025-07-16 15:16:00+00:00,148.86000061035156,149.10000610351562,148.8300018310547,149.0449981689453,25585
2025-07-16 15:17:00+00:00,148.77499389648438,148.86000061035156,148.7100067138672,148.86000061035156,8823
2025-07-16 15:18:00+00:00,148.6750030517578,148.80999755859375,148.64999389648438,148.80999755859375,5588
2025-07-16 15:19:00+00:00,148.5500030517578,148.67630004882812,148.5500030517578,148.67630004882812,6251
2025-07-16 15:20:00+00:00,148.52999877929688,148.5399932861328,148.39999389648438,148.5399932861328,8425
2025-07-16 15:21:00+00:00,148.44000244140625,148.50999450683594,148.44000244140625,148.47999572753906,3011
2025-07-16 15:22:00+00:00,148.3300018310547,148.48500061035156,148.32000732421875,148.48500061035156,2951
2025-07-16 15:23:00+00:00,148.41000366210938,148.42999267578125,148.3300018310547,148.3699951171875,6075
2025-07-16 15:24:00+00:00,148.38999938964844,148.4185028076172,148.33999633789062,148.38999938964844,6059
2025-07-16 15:25:00+00:00,148.38999938964844,148.4499969482422,148.38499450683594,148.38499450683594,2453
2025-07-16 15:26:00+00:00,148.52999877929688,148.56500244140625,148.47000122070312,148.47000122070312,3369
2025-07-16 15:27:00+00:00,148.56089782714844,148.6199951171875,148.5500030517578,148.58999633789062,3201
2025-07-16 15:28:00+00:00,148.6199951171875,148.6199951171875,148.55999755859375,148.55999755859375,4364
2025-07-16 15:29:00+00:00,148.64999389648438,148.73989868164062,148.61500549316406,148.6284942626953,3871
2025-07-16 15:30:00+00:00,148.60000610351562,148.64999389648438,148.53500366210938,148.6300048828125,8469
2025-07-16 15:31:00+00:00,148.69500732421875,148.6999969482422,148.59500122070312,148.6114044189453,5794
2025-07-16 15:32:00+00:00,148.48500061035156,148.66000366210938,148.48500061035156,148.64999389648438,32000
2025-07-16 15:33:00+00:00,148.4835968017578,148.4835968017578,148.4499969482422,148.4600067138672,2410
2025-07-16 15:34:00+00:00,148.49000549316406,148.5399932861328,148.4499969482422,148.47999572753906,2231
2025-07-16 15:35:00+00:00,148.44000244140625,148.44000244140625,148.39999389648438,148.44000244140625,9035
2025-07-16 15:36:00+00:00,148.48500061035156,148.48500061035156,148.42999267578125,148.44500732421875,3266
2025-07-16 15:37:00+00:00,148.3350067138672,148.4550018310547,148.2908935546875,148.4550018310547,5974
2025-07-16 15:38:00+00:00,148.27969360351562,148.3350067138672,148.27000427246094,148.30209350585938,4352
2025-07-16 15:39:00+00:00,148.3300018310547,148.3800048828125,148.30999755859375,148.30999755859375,4417
2025-07-16 15:40:00+00:00,148.25999450683594,148.375,148.25999450683594,148.34500122070312,5123
2025-07-16 15:41:00+00:00,148.62249755859375,148.6699981689453,148.26800537109375,148.26800537109375,26580
