Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Datetime,,,,,
2025-07-16 13:30:00+00:00,112.875,112.87999725341797,112.76000213623047,112.875,19803
2025-07-16 13:31:00+00:00,113.06999969482422,113.06999969482422,112.875,112.875,3132
2025-07-16 13:32:00+00:00,113.16000366210938,113.3499984741211,113.05000305175781,113.05000305175781,6388
2025-07-16 13:33:00+00:00,113.18000030517578,113.33999633789062,113.01000213623047,113.16999816894531,4918
2025-07-16 13:34:00+00:00,113.23999786376953,113.5,113.0999984741211,113.13999938964844,153745
2025-07-16 13:35:00+00:00,113.17500305175781,113.29000091552734,113.04000091552734,113.20999908447266,39660
2025-07-16 13:36:00+00:00,113.19499969482422,113.23500061035156,113.1415023803711,113.1415023803711,23941
2025-07-16 13:37:00+00:00,113.20369720458984,113.2300033569336,113.0999984741211,113.22000122070312,23012
2025-07-16 13:38:00+00:00,113.06999969482422,113.22000122070312,113.05000305175781,113.22000122070312,32293
2025-07-16 13:39:00+00:00,113.09960174560547,113.13500213623047,113.02999877929688,113.06999969482422,25163
2025-07-16 13:40:00+00:00,112.87000274658203,113.08999633789062,112.80999755859375,113.08999633789062,30182
2025-07-16 13:41:00+00:00,112.97000122070312,112.98999786376953,112.86499786376953,112.86499786376953,24001
2025-07-16 13:42:00+00:00,112.94999694824219,113.01000213623047,112.93000030517578,112.9800033569336,13691
2025-07-16 13:43:00+00:00,112.97000122070312,112.99610137939453,112.94000244140625,112.95999908447266,26799
2025-07-16 13:44:00+00:00,113.04000091552734,113.04000091552734,112.91999816894531,112.96499633789062,13746
2025-07-16 13:45:00+00:00,113.05999755859375,113.0999984741211,113.01000213623047,113.03500366210938,20131
2025-07-16 13:46:00+00:00,113.1050033569336,113.11000061035156,113.04000091552734,113.08000183105469,17648
2025-07-16 13:47:00+00:00,113.06999969482422,113.12000274658203,113.06500244140625,113.08999633789062,17175
2025-07-16 13:48:00+00:00,112.87000274658203,113.06500244140625,112.87000274658203,113.06500244140625,28032
